16385,1036,4,MEASUREDNORM
16386,1035,4,MEASUREDNORM
16387,1038,4,MEASUREDNORM
16388,1037,4,MEASUREDNORM
16389,1040,4,MEASUREDNORM
16390,1039,4,MEASUREDNORM
16391,1042,4,MEASUREDNORM
16392,1041,4,MEASUREDNORM
16393,1043,4,MEASUREDNORM
16394,1044,4,MEASUREDNORM
16395,1046,4,MEASUREDNORM
16396,1045,4,MEASUREDNORM
16397,1048,4,MEASUREDNORM
16398,1047,4,MEASUREDNORM
16399,1050,4,MEASUREDNORM
16400,1049,4,MEASUREDNORM
16401,1058,4,MEASUREDNORM
16402,1057,4,MEASUREDNORM
16403,1024,4,MEASUREDNORM
16404,1023,4,MEASUREDNORM
16405,1026,4,MEASUREDNORM
16406,1025,4,MEASUREDNORM
16407,1028,4,MEASUREDNORM
16408,1027,4,MEASUREDNORM
16409,1030,4,MEASUREDNORM
16410,1029,4,MEASUREDNORM
16411,1032,4,MEASUREDNORM
16412,1031,4,MEASUREDNORM
16413,1034,4,MEASUREDNORM
16414,1033,4,MEASUREDNORM
16415,1052,4,MEASUREDNORM
16416,1051,4,MEASUREDNORM
16417,1054,4,MEASUREDNORM
16418,1053,4,MEASUREDNORM
16419,1056,4,MEASUREDNORM
16420,1055,4,MEASUREDNORM
16421,1020,4,MEASUREDNORM
16422,1019,4,MEASUREDNORM
16423,1022,4,MEASUREDNORM
16424,1021,4,MEASUREDNORM
16425,1127,4,MEASUREDNORM
16426,1126,4,MEASUREDNORM
16427,1125,4,MEASUREDNORM
16428,1124,4,MEASUREDNORM
16429,1123,4,MEASUREDNORM
16430,1129,4,MEASUREDNORM
16431,1128,4,MEASUREDNORM
16432,1132,4,MEASUREDNORM
16433,1131,4,MEASUREDNORM
16434,1130,4,MEASUREDNORM
16435,1137,4,MEASUREDNORM
16436,1136,4,MEASUREDNORM
16437,1135,4,MEASUREDNORM
16438,1134,4,MEASUREDNORM
16439,1133,4,MEASUREDNORM
16440,1142,4,MEASUREDNORM
16441,1141,4,MEASUREDNORM
16442,1140,4,MEASUREDNORM
16443,1139,4,MEASUREDNORM
16444,1138,4,MEASUREDNORM
16445,1143,4,MEASUREDNORM
16446,1121,4,MEASUREDNORM
16447,1122,4,MEASUREDNORM
16458,10851,4,MEASUREDNORM
16459,10850,4,MEASUREDNORM
16460,10849,4,MEASUREDNORM
16461,10848,4,MEASUREDNORM
16462,10847,4,MEASUREDNORM
16463,10846,4,MEASUREDNORM
16464,10857,4,MEASUREDNORM
16465,10856,4,MEASUREDNORM
16466,10855,4,MEASUREDNORM
16467,10854,4,MEASUREDNORM
16468,10853,4,MEASUREDNORM
16469,10852,4,MEASUREDNORM
16470,10911,4,MEASUREDNORM
16471,10910,4,MEASUREDNORM
16472,10909,4,MEASUREDNORM
16473,10908,4,MEASUREDNORM
16474,10907,4,MEASUREDNORM
16475,10906,4,MEASUREDNORM
16476,10917,4,MEASUREDNORM
16477,10916,4,MEASUREDNORM
16478,10915,4,MEASUREDNORM
16479,10914,4,MEASUREDNORM
16480,10913,4,MEASUREDNORM
16481,10912,4,MEASUREDNORM
16482,10923,4,MEASUREDNORM
16483,10922,4,MEASUREDNORM
16484,10921,4,MEASUREDNORM
16485,10920,4,MEASUREDNORM
16486,10919,4,MEASUREDNORM
16487,10918,4,MEASUREDNORM
16488,10815,4,MEASUREDNORM
16489,10814,4,MEASUREDNORM
16490,10813,4,MEASUREDNORM
16491,10812,4,MEASUREDNORM
16492,10811,4,MEASUREDNORM
16493,10810,4,MEASUREDNORM
16494,10821,4,MEASUREDNORM
16495,10820,4,MEASUREDNORM
16496,10819,4,MEASUREDNORM
16497,10818,4,MEASUREDNORM
16498,10817,4,MEASUREDNORM
16499,10816,4,MEASUREDNORM
16500,10935,4,MEASUREDNORM
16501,10934,4,MEASUREDNORM
16502,10933,4,MEASUREDNORM
16503,10932,4,MEASUREDNORM
16504,10931,4,MEASUREDNORM
16505,10930,4,MEASUREDNORM
16506,10941,4,MEASUREDNORM
16507,10940,4,MEASUREDNORM
16508,10939,4,MEASUREDNORM
16509,10938,4,MEASUREDNORM
16510,10937,4,MEASUREDNORM
16511,10936,4,MEASUREDNORM
16512,10863,4,MEASUREDNORM
16513,10862,4,MEASUREDNORM
16514,10861,4,MEASUREDNORM
16515,10860,4,MEASUREDNORM
16516,10859,4,MEASUREDNORM
16517,10858,4,MEASUREDNORM
16518,10869,4,MEASUREDNORM
16519,10868,4,MEASUREDNORM
16520,10867,4,MEASUREDNORM
16521,10866,4,MEASUREDNORM
16522,10865,4,MEASUREDNORM
16523,10864,4,MEASUREDNORM
16524,10875,4,MEASUREDNORM
16525,10874,4,MEASUREDNORM
16526,10873,4,MEASUREDNORM
16527,10872,4,MEASUREDNORM
16528,10871,4,MEASUREDNORM
16529,10870,4,MEASUREDNORM
16530,10881,4,MEASUREDNORM
16531,10880,4,MEASUREDNORM
16532,10879,4,MEASUREDNORM
16533,10878,4,MEASUREDNORM
16534,10877,4,MEASUREDNORM
16535,10876,4,MEASUREDNORM
16536,10887,4,MEASUREDNORM
16537,10886,4,MEASUREDNORM
16538,10885,4,MEASUREDNORM
16539,10884,4,MEASUREDNORM
16540,10883,4,MEASUREDNORM
16541,10882,4,MEASUREDNORM
16542,10893,4,MEASUREDNORM
16543,10892,4,MEASUREDNORM
16544,10891,4,MEASUREDNORM
16545,10890,4,MEASUREDNORM
16546,10889,4,MEASUREDNORM
16547,10888,4,MEASUREDNORM
16548,10899,4,MEASUREDNORM
16549,10898,4,MEASUREDNORM
16550,10897,4,MEASUREDNORM
16551,10896,4,MEASUREDNORM
16552,10895,4,MEASUREDNORM
16553,10894,4,MEASUREDNORM
16554,10905,4,MEASUREDNORM
16555,10904,4,MEASUREDNORM
16556,10903,4,MEASUREDNORM
16557,10902,4,MEASUREDNORM
16558,10901,4,MEASUREDNORM
16559,10900,4,MEASUREDNORM
16560,10929,4,MEASUREDNORM
16561,10928,4,MEASUREDNORM
16562,10927,4,MEASUREDNORM
16563,10926,4,MEASUREDNORM
16564,10925,4,MEASUREDNORM
16565,10924,4,MEASUREDNORM
16566,10827,4,MEASUREDNORM
16567,10826,4,MEASUREDNORM
16568,10825,4,MEASUREDNORM
16569,10824,4,MEASUREDNORM
16570,10823,4,MEASUREDNORM
16571,10822,4,MEASUREDNORM
16572,10833,4,MEASUREDNORM
16573,10832,4,MEASUREDNORM
16574,10831,4,MEASUREDNORM
16575,10830,4,MEASUREDNORM
16576,10829,4,MEASUREDNORM
16577,10828,4,MEASUREDNORM
16578,10839,4,MEASUREDNORM
16579,10838,4,MEASUREDNORM
16580,10837,4,MEASUREDNORM
16581,10836,4,MEASUREDNORM
16582,10835,4,MEASUREDNORM
16583,10834,4,MEASUREDNORM
16584,10845,4,MEASUREDNORM
16585,10844,4,MEASUREDNORM
16586,10843,4,MEASUREDNORM
16587,10842,4,MEASUREDNORM
16588,10841,4,MEASUREDNORM
16589,10840,4,MEASUREDNORM
16597,1478,3,MEASUREDNORM
16598,1479,3,MEASUREDNORM
16599,1455,3,MEASUREDNORM
16600,1480,3,MEASUREDNORM
16601,1481,3,MEASUREDNORM
16602,1456,3,MEASUREDNORM
16603,1457,3,MEASUREDNORM
16604,1458,3,MEASUREDNORM
16605,1459,3,MEASUREDNORM
16606,1460,3,MEASUREDNORM
16607,1461,3,MEASUREDNORM
16608,1462,3,MEASUREDNORM
16609,1463,3,MEASUREDNORM
16610,1464,3,MEASUREDNORM
16611,1465,3,MEASUREDNORM
16612,1466,3,MEASUREDNORM
16613,1467,3,MEASUREDNORM
16614,1468,3,MEASUREDNORM
16615,1469,3,MEASUREDNORM
16616,1470,3,MEASUREDNORM
16617,1471,3,MEASUREDNORM
16618,1472,3,MEASUREDNORM
16619,1473,3,MEASUREDNORM
16620,1474,3,MEASUREDNORM
16621,1475,3,MEASUREDNORM
16622,1476,3,MEASUREDNORM
16623,1482,3,MEASUREDNORM
16624,1483,3,MEASUREDNORM
16625,1477,3,MEASUREDNORM
16706,5090,2,MEASUREDNORM
16707,5091,2,MEASUREDNORM
16708,5092,2,MEASUREDNORM
16709,5093,2,MEASUREDNORM
16710,5094,2,MEASUREDNORM
16711,5095,2,MEASUREDNORM
16713,5103,2,MEASUREDNORM
16714,5104,2,MEASUREDNORM
16715,5105,2,MEASUREDNORM
16716,5106,2,MEASUREDNORM
16717,5107,2,MEASUREDNORM
16718,5108,2,MEASUREDNORM
16720,5048,2,MEASUREDNORM
16721,5049,2,MEASUREDNORM
16722,5050,2,MEASUREDNORM
16723,5051,2,MEASUREDNORM
16724,5052,2,MEASUREDNORM
16725,5053,2,MEASUREDNORM
16727,5075,2,MEASUREDNORM
16728,5076,2,MEASUREDNORM
16729,5077,2,MEASUREDNORM
16730,5078,2,MEASUREDNORM
16731,5079,2,MEASUREDNORM
16732,5080,2,MEASUREDNORM
16735,5062,2,MEASUREDNORM
16737,5089,2,MEASUREDNORM
16738,5126,2,MEASUREDNORM
16739,5127,2,MEASUREDNORM
16740,5128,2,MEASUREDNORM
16741,5132,2,MEASUREDNORM
16742,5133,2,MEASUREDNORM
16743,5134,2,MEASUREDNORM
16744,5139,2,MEASUREDNORM
16745,5140,2,MEASUREDNORM
16746,5141,2,MEASUREDNORM
16747,5145,2,MEASUREDNORM
16748,5146,2,MEASUREDNORM
16749,5147,2,MEASUREDNORM
16750,5125,2,MEASUREDNORM
16751,5116,2,MEASUREDNORM
16752,5117,2,MEASUREDNORM
16753,5122,2,MEASUREDNORM
16754,5123,2,MEASUREDNORM
16755,5124,2,MEASUREDNORM
16768,5010,2,MEASUREDNORM
16769,5011,2,MEASUREDNORM
16770,5012,2,MEASUREDNORM
16771,5013,2,MEASUREDNORM
16772,5014,2,MEASUREDNORM
16773,5015,2,MEASUREDNORM
16775,5023,2,MEASUREDNORM
16776,5024,2,MEASUREDNORM
16777,5025,2,MEASUREDNORM
16778,5026,2,MEASUREDNORM
16779,5027,2,MEASUREDNORM
16780,5028,2,MEASUREDNORM
16782,4818,2,MEASUREDNORM
16783,4819,2,MEASUREDNORM
16784,4820,2,MEASUREDNORM
16785,4821,2,MEASUREDNORM
16786,4822,2,MEASUREDNORM
16787,4823,2,MEASUREDNORM
16789,4845,2,MEASUREDNORM
16790,4846,2,MEASUREDNORM
16791,4847,2,MEASUREDNORM
16792,4848,2,MEASUREDNORM
16793,4849,2,MEASUREDNORM
16794,4850,2,MEASUREDNORM
16797,4832,2,MEASUREDNORM
16799,4859,2,MEASUREDNORM
16800,4974,2,MEASUREDNORM
16801,4975,2,MEASUREDNORM
16802,4976,2,MEASUREDNORM
16803,4980,2,MEASUREDNORM
16804,4981,2,MEASUREDNORM
16805,4982,2,MEASUREDNORM
16806,4987,2,MEASUREDNORM
16807,4988,2,MEASUREDNORM
16808,4989,2,MEASUREDNORM
16809,4993,2,MEASUREDNORM
16810,4994,2,MEASUREDNORM
16811,4995,2,MEASUREDNORM
16812,5000,2,MEASUREDNORM
16813,5001,2,MEASUREDNORM
16814,5002,2,MEASUREDNORM
16815,5006,2,MEASUREDNORM
16816,5007,2,MEASUREDNORM
16817,5008,2,MEASUREDNORM
16861,510,1,MEASUREDNORM
16862,511,1,MEASUREDNORM
16863,512,1,MEASUREDNORM
16867,516,1,MEASUREDNORM
16868,517,1,MEASUREDNORM
16869,518,1,MEASUREDNORM
16923,913,1,MEASUREDNORM
16924,914,1,MEASUREDNORM
16925,915,1,MEASUREDNORM
16929,916,1,MEASUREDNORM
16930,918,1,MEASUREDNORM
16931,917,1,MEASUREDNORM
16985,772,1,MEASUREDNORM
16986,773,1,MEASUREDNORM
16987,774,1,MEASUREDNORM
16991,775,1,MEASUREDNORM
16992,776,1,MEASUREDNORM
16993,777,1,MEASUREDNORM
